"Date","Time","Scan","Foraging","Roosting","Alert","Preening"
2010-02-07,"Sunrise","4",0,1,0,0
2010-02-07,"Sunrise","4",0,0,0,1
2010-02-07,"Sunrise","4",0,0,0,1
2010-02-07,"Sunrise","4",0,0,0,1
2010-02-07,"Sunrise","4",0,0,0,1
2010-02-07,"Sunrise","4",0,0,0,1
2010-02-07,"Sunrise","4",0,0,0,1
2010-02-07,"Sunrise","4",0,0,0,1
2010-02-07,"Sunrise","4",0,0,0,1
2010-02-07,"Sunrise","5",1,0,0,0
2010-02-07,"Sunrise","5",1,0,0,0
2010-02-07,"Sunrise","5",1,0,0,0
2010-02-07,"Sunrise","5",1,0,0,0
2010-02-07,"Sunrise","5",1,0,0,0
2010-02-07,"Sunrise","5",1,0,0,0
2010-02-07,"Sunrise","5",1,0,0,0
2010-02-07,"Sunrise","5",1,0,0,0
2010-02-07,"Sunrise","5",1,0,0,0
2010-02-07,"Sunrise","5",1,0,0,0
2010-02-07,"Sunrise","5",1,0,0,0
2010-02-07,"Sunrise","5",1,0,0,0
2010-02-07,"Sunrise","5",1,0,0,0
2010-02-07,"Sunrise","5",1,0,0,0
2010-02-07,"Sunrise","5",1,0,0,0
2010-02-07,"Sunrise","5",1,0,0,0
2010-02-07,"Sunrise","5",1,0,0,0
2010-02-07,"Sunrise","5",1,0,0,0
2010-02-07,"Sunrise","5",1,0,0,0
2010-02-07,"Sunrise","5",1,0,0,0
2010-02-07,"Sunrise","5",1,0,0,0
2010-02-07,"Sunrise","5",1,0,0,0
2010-02-07,"Sunrise","5",1,0,0,0
2010-02-07,"Sunrise","5",1,0,0,0
2010-02-07,"Sunrise","5",1,0,0,0
2010-02-07,"Sunrise","5",1,0,0,0
2010-02-07,"Sunrise","5",1,0,0,0
2010-02-07,"Sunrise","5",1,0,0,0
2010-02-07,"Sunrise","5",0,1,0,0
2010-02-07,"Sunrise","5",0,1,0,0
2010-02-07,"Sunrise","5",0,1,0,0
2010-02-07,"Sunrise","5",0,1,0,0
2010-02-07,"Sunrise","5",0,1,0,0
2010-02-07,"Sunrise","5",0,1,0,0
2010-02-07,"Sunrise","5",0,1,0,0
2010-02-07,"Sunrise","5",0,1,0,0
2010-02-07,"Sunrise","5",0,1,0,0
2010-02-07,"Sunrise","5",0,1,0,0
2010-02-07,"Sunrise","5",0,1,0,0
2010-02-07,"Sunrise","5",0,1,0,0
2010-02-07,"Sunrise","5",0,1,0,0
2010-02-07,"Sunrise","5",0,1,0,0
2010-02-07,"Sunrise","5",0,1,0,0
2010-02-07,"Sunrise","5",0,1,0,0
2010-02-07,"Sunrise","5",0,1,0,0
2010-02-07,"Sunrise","5",0,1,0,0
2010-02-07,"Sunrise","5",0,1,0,0
2010-02-07,"Sunrise","5",0,1,0,0
2010-02-07,"Sunrise","5",0,1,0,0
2010-02-07,"Sunrise","5",0,1,0,0
2010-02-07,"Sunrise","5",0,1,0,0
2010-02-07,"Sunrise","5",0,0,0,1
2010-02-07,"Sunrise","5",0,0,0,1
2010-02-07,"Sunrise","5",0,0,0,1
2010-02-07,"Sunrise","5",0,0,0,1
2010-02-07,"Sunrise","5",0,0,0,1
2010-02-07,"Sunrise","5",0,0,0,1
2010-02-07,"Sunrise","5",0,0,0,1
2010-02-07,"Sunrise","6",1,0,0,0
2010-02-07,"Sunrise","6",1,0,0,0
2010-02-07,"Sunrise","6",1,0,0,0
2010-02-07,"Sunrise","6",1,0,0,0
2010-02-07,"Sunrise","6",1,0,0,0
2010-02-07,"Sunrise","6",1,0,0,0
2010-02-07,"Sunrise","6",1,0,0,0
2010-02-07,"Sunrise","6",1,0,0,0
2010-02-07,"Sunrise","6",1,0,0,0
2010-02-07,"Sunrise","6",1,0,0,0
2010-02-07,"Sunrise","6",1,0,0,0
2010-02-07,"Sunrise","6",1,0,0,0
2010-02-07,"Sunrise","6",1,0,0,0
2010-02-07,"Sunrise","6",1,0,0,0
2010-02-07,"Sunrise","6",1,0,0,0
2010-02-07,"Sunrise","6",1,0,0,0
2010-02-07,"Sunrise","6",1,0,0,0
2010-02-07,"Sunrise","6",1,0,0,0
2010-02-07,"Sunrise","6",1,0,0,0
2010-02-07,"Sunrise","6",1,0,0,0
2010-02-07,"Sunrise","6",1,0,0,0
2010-02-07,"Sunrise","6",1,0,0,0
2010-02-07,"Sunrise","6",1,0,0,0
2010-02-07,"Sunrise","6",1,0,0,0
2010-02-07,"Sunrise","6",1,0,0,0
2010-02-07,"Sunrise","6",1,0,0,0
2010-02-07,"Sunrise","6",1,0,0,0
2010-02-07,"Sunrise","6",1,0,0,0
2010-02-07,"Sunrise","6",1,0,0,0
2010-02-07,"Sunrise","6",1,0,0,0
2010-02-07,"Sunrise","6",1,0,0,0
2010-02-07,"Sunrise","6",1,0,0,0
2010-02-07,"Sunrise","6",1,0,0,0
2010-02-07,"Sunrise","6",1,0,0,0
2010-02-07,"Sunrise","6",1,0,0,0
2010-02-07,"Sunrise","6",0,1,0,0
2010-02-07,"Sunrise","6",0,1,0,0
2010-02-07,"Sunrise","6",0,1,0,0
2010-02-07,"Sunrise","6",0,1,0,0
2010-02-07,"Sunrise","6",0,1,0,0
2010-02-07,"Sunrise","6",0,1,0,0
2010-02-07,"Sunrise","6",0,1,0,0
2010-02-07,"Sunrise","6",0,1,0,0
2010-02-07,"Sunrise","6",0,1,0,0
2010-02-07,"Sunrise","6",0,1,0,0
2010-02-07,"Sunrise","6",0,1,0,0
2010-02-07,"Sunrise","6",0,1,0,0
2010-02-07,"Sunrise","6",0,1,0,0
2010-02-07,"Sunrise","6",0,1,0,0
2010-02-07,"Sunrise","6",0,1,0,0
2010-02-07,"Sunrise","6",0,1,0,0
2010-02-07,"Sunrise","6",0,1,0,0
2010-02-07,"Sunrise","6",0,1,0,0
2010-02-07,"Sunrise","6",0,1,0,0
2010-02-07,"Sunrise","6",0,0,0,1
2010-02-07,"Sunrise","6",0,0,0,1
2010-02-07,"Sunrise","6",0,0,0,1
2010-02-07,"Sunrise","6",0,0,0,1
2010-02-07,"Sunrise","6",0,0,0,1
2010-02-07,"Sunrise","6",0,0,0,1
2010-02-07,"Sunrise","6",0,0,0,1
2010-02-07,"Midday","1",1,0,0,0
2010-02-07,"Midday","1",1,0,0,0
2010-02-07,"Midday","1",1,0,0,0
2010-02-07,"Midday","1",1,0,0,0
2010-02-07,"Midday","1",1,0,0,0
2010-02-07,"Midday","1",1,0,0,0
2010-02-07,"Midday","1",1,0,0,0
2010-02-07,"Midday","1",1,0,0,0
2010-02-07,"Midday","1",1,0,0,0
2010-02-07,"Midday","1",1,0,0,0
2010-02-07,"Midday","1",1,0,0,0
2010-02-07,"Midday","1",1,0,0,0
2010-02-07,"Midday","1",1,0,0,0
2010-02-07,"Midday","1",1,0,0,0
2010-02-07,"Midday","1",1,0,0,0
2010-02-07,"Midday","1",1,0,0,0
2010-02-07,"Midday","1",1,0,0,0
2010-02-07,"Midday","1",1,0,0,0
2010-02-07,"Midday","1",1,0,0,0
2010-02-07,"Midday","1",1,0,0,0
2010-02-07,"Midday","1",1,0,0,0
2010-02-07,"Midday","1",1,0,0,0
2010-02-07,"Midday","1",1,0,0,0
2010-02-07,"Midday","1",1,0,0,0
2010-02-07,"Midday","1",1,0,0,0
2010-02-07,"Midday","1",1,0,0,0
2010-02-07,"Midday","1",1,0,0,0
2010-02-07,"Midday","1",1,0,0,0
2010-02-07,"Midday","1",1,0,0,0
2010-02-07,"Midday","1",1,0,0,0
2010-02-07,"Midday","1",1,0,0,0
2010-02-07,"Midday","1",1,0,0,0
2010-02-07,"Midday","1",1,0,0,0
2010-02-07,"Midday","1",1,0,0,0
2010-02-07,"Midday","1",1,0,0,0
2010-02-07,"Midday","1",1,0,0,0
2010-02-07,"Midday","1",1,0,0,0
2010-02-07,"Midday","1",1,0,0,0
2010-02-07,"Midday","1",1,0,0,0
2010-02-07,"Midday","1",1,0,0,0
2010-02-07,"Midday","1",0,0,1,0
2010-02-07,"Midday","1",0,0,1,0
2010-02-07,"Midday","1",0,0,1,0
2010-02-07,"Midday","1",0,0,1,0
2010-02-07,"Midday","1",0,0,1,0
2010-02-07,"Midday","1",0,0,1,0
2010-02-07,"Midday","1",0,0,1,0
2010-02-07,"Midday","1",0,0,1,0
2010-02-07,"Midday","1",0,0,1,0
2010-02-07,"Midday","1",0,0,0,1
2010-02-07,"Midday","1",0,0,0,1
2010-02-07,"Midday","1",0,0,0,1
2010-02-07,"Midday","1",0,0,0,1
2010-02-07,"Midday","1",0,0,0,1
2010-02-07,"Midday","1",0,0,0,1
2010-02-07,"Midday","1",0,0,0,1
2010-02-07,"Midday","1",0,0,0,1
2010-02-07,"Midday","2",1,0,0,0
2010-02-07,"Midday","2",1,0,0,0
2010-02-07,"Midday","2",1,0,0,0
2010-02-07,"Midday","2",1,0,0,0
2010-02-07,"Midday","2",1,0,0,0
2010-02-07,"Midday","2",1,0,0,0
2010-02-07,"Midday","2",1,0,0,0
2010-02-07,"Midday","2",1,0,0,0
2010-02-07,"Midday","2",1,0,0,0
2010-02-07,"Midday","2",1,0,0,0
2010-02-07,"Midday","2",1,0,0,0
2010-02-07,"Midday","2",1,0,0,0
2010-02-07,"Midday","2",1,0,0,0
2010-02-07,"Midday","2",1,0,0,0
2010-02-07,"Midday","2",1,0,0,0
2010-02-07,"Midday","2",1,0,0,0
2010-02-07,"Midday","2",1,0,0,0
2010-02-07,"Midday","2",1,0,0,0
2010-02-07,"Midday","2",1,0,0,0
2010-02-07,"Midday","2",1,0,0,0
2010-02-07,"Midday","2",1,0,0,0
2010-02-07,"Midday","2",1,0,0,0
2010-02-07,"Midday","2",1,0,0,0
2010-02-07,"Midday","2",1,0,0,0
2010-02-07,"Midday","2",1,0,0,0
2010-02-07,"Midday","2",1,0,0,0
2010-02-07,"Midday","2",1,0,0,0
2010-02-07,"Midday","2",1,0,0,0
2010-02-07,"Midday","2",1,0,0,0
2010-02-07,"Midday","2",1,0,0,0
2010-02-07,"Midday","2",1,0,0,0
2010-02-07,"Midday","2",1,0,0,0
2010-02-07,"Midday","2",1,0,0,0
2010-02-07,"Midday","2",1,0,0,0
2010-02-07,"Midday","2",1,0,0,0
2010-02-07,"Midday","2",1,0,0,0
2010-02-07,"Midday","2",1,0,0,0
2010-02-07,"Midday","2",1,0,0,0
2010-02-07,"Midday","2",1,0,0,0
2010-02-07,"Midday","2",1,0,0,0
2010-02-07,"Midday","2",1,0,0,0
2010-02-07,"Midday","2",1,0,0,0
2010-02-07,"Midday","2",1,0,0,0
2010-02-07,"Midday","2",1,0,0,0
2010-02-07,"Midday","2",1,0,0,0
2010-02-07,"Midday","2",1,0,0,0
2010-02-07,"Midday","2",1,0,0,0
2010-02-07,"Midday","2",1,0,0,0
2010-02-07,"Midday","2",1,0,0,0
2010-02-07,"Midday","2",1,0,0,0
2010-02-07,"Midday","2",1,0,0,0
2010-02-07,"Midday","2",1,0,0,0
2010-02-07,"Midday","2",1,0,0,0
2010-02-07,"Midday","2",1,0,0,0
2010-02-07,"Midday","2",1,0,0,0
2010-02-07,"Midday","2",0,1,0,0
2010-02-07,"Midday","2",0,1,0,0
2010-02-07,"Midday","2",0,1,0,0
2010-02-07,"Midday","2",0,1,0,0
2010-02-07,"Midday","2",0,1,0,0
2010-02-07,"Midday","2",0,0,0,1
2010-02-07,"Midday","2",0,0,0,1
2010-02-07,"Midday","2",0,0,0,1
2010-02-07,"Midday","2",0,0,0,1
2010-02-07,"Midday","4",0,1,0,0
2010-02-07,"Midday","4",0,1,0,0
2010-02-07,"Midday","4",0,1,0,0
2010-02-07,"Midday","4",0,1,0,0
2010-02-07,"Midday","4",0,1,0,0
2010-02-07,"Midday","4",0,1,0,0
2010-02-07,"Midday","4",0,1,0,0
2010-02-07,"Midday","4",0,1,0,0
2010-02-07,"Midday","4",0,1,0,0
2010-02-07,"Midday","4",0,1,0,0
2010-02-07,"Midday","4",0,1,0,0
2010-02-07,"Midday","4",0,1,0,0
2010-02-07,"Midday","4",0,1,0,0
2010-02-07,"Midday","4",0,1,0,0
2010-02-07,"Midday","4",0,1,0,0
2010-02-07,"Midday","4",0,1,0,0
2010-02-07,"Midday","4",0,1,0,0
2010-02-07,"Midday","4",0,1,0,0
2010-02-07,"Midday","4",0,1,0,0
2010-02-07,"Midday","4",0,1,0,0
2010-02-07,"Midday","4",0,1,0,0
2010-02-07,"Midday","4",0,1,0,0
2010-02-07,"Midday","4",0,1,0,0
2010-02-07,"Midday","4",0,1,0,0
2010-02-07,"Midday","4",0,1,0,0
2010-02-07,"Midday","4",0,1,0,0
2010-02-07,"Midday","4",0,1,0,0
2010-02-07,"Midday","4",0,1,0,0
2010-02-07,"Midday","4",0,1,0,0
2010-02-07,"Midday","4",0,1,0,0
2010-02-07,"Midday","4",0,1,0,0
2010-02-07,"Midday","4",0,1,0,0
2010-02-07,"Midday","4",0,1,0,0
2010-02-07,"Midday","4",0,1,0,0
2010-02-07,"Midday","4",0,1,0,0
2010-02-07,"Midday","4",0,1,0,0
2010-02-07,"Midday","4",0,1,0,0
2010-02-07,"Midday","4",0,1,0,0
2010-02-07,"Midday","4",0,1,0,0
2010-02-07,"Midday","4",0,1,0,0
2010-02-07,"Midday","4",0,1,0,0
2010-02-07,"Midday","4",0,1,0,0
2010-02-07,"Midday","4",0,1,0,0
2010-02-07,"Midday","4",0,1,0,0
2010-02-07,"Midday","4",0,1,0,0
2010-02-07,"Midday","4",0,1,0,0
2010-02-07,"Midday","4",0,1,0,0
2010-02-07,"Midday","4",0,1,0,0
2010-02-07,"Midday","4",0,0,1,0
2010-02-07,"Midday","4",0,0,1,0
2010-02-07,"Midday","4",0,0,1,0
2010-02-07,"Midday","5",1,0,0,0
2010-02-07,"Midday","5",1,0,0,0
2010-02-07,"Midday","5",1,0,0,0
2010-02-07,"Midday","5",1,0,0,0
2010-02-07,"Midday","5",1,0,0,0
2010-02-07,"Midday","5",1,0,0,0
2010-02-07,"Midday","5",1,0,0,0
2010-02-07,"Midday","5",1,0,0,0
2010-02-07,"Midday","5",1,0,0,0
2010-02-07,"Midday","5",1,0,0,0
2010-02-07,"Midday","5",1,0,0,0
2010-02-07,"Midday","5",1,0,0,0
2010-02-07,"Midday","5",1,0,0,0
2010-02-07,"Midday","5",1,0,0,0
2010-02-07,"Midday","5",1,0,0,0
2010-02-07,"Midday","5",1,0,0,0
2010-02-07,"Midday","5",1,0,0,0
2010-02-07,"Midday","5",1,0,0,0
2010-02-07,"Midday","5",1,0,0,0
2010-02-07,"Midday","5",1,0,0,0
2010-02-07,"Midday","5",1,0,0,0
2010-02-07,"Midday","5",1,0,0,0
2010-02-07,"Midday","5",1,0,0,0
2010-02-07,"Midday","5",1,0,0,0
2010-02-07,"Midday","5",1,0,0,0
2010-02-07,"Midday","5",1,0,0,0
2010-02-07,"Midday","5",1,0,0,0
2010-02-07,"Midday","5",1,0,0,0
2010-02-07,"Midday","5",1,0,0,0
2010-02-07,"Midday","5",1,0,0,0
2010-02-07,"Midday","5",1,0,0,0
2010-02-07,"Midday","5",1,0,0,0
2010-02-07,"Midday","5",1,0,0,0
2010-02-07,"Midday","5",1,0,0,0
2010-02-07,"Midday","5",1,0,0,0
2010-02-07,"Midday","5",1,0,0,0
2010-02-07,"Midday","5",1,0,0,0
2010-02-07,"Midday","5",1,0,0,0
2010-02-07,"Midday","5",1,0,0,0
2010-02-07,"Midday","5",1,0,0,0
2010-02-07,"Midday","5",1,0,0,0
2010-02-07,"Midday","5",1,0,0,0
2010-02-07,"Midday","5",1,0,0,0
2010-02-07,"Midday","5",1,0,0,0
2010-02-07,"Midday","5",1,0,0,0
2010-02-07,"Midday","5",1,0,0,0
2010-02-07,"Midday","5",1,0,0,0
2010-02-07,"Midday","5",1,0,0,0
2010-02-07,"Midday","5",1,0,0,0
2010-02-07,"Midday","5",1,0,0,0
2010-02-07,"Midday","5",1,0,0,0
2010-02-07,"Midday","5",1,0,0,0
2010-02-07,"Midday","5",1,0,0,0
2010-02-07,"Midday","5",1,0,0,0
2010-02-07,"Midday","5",1,0,0,0
2010-02-07,"Midday","5",1,0,0,0
2010-02-07,"Midday","5",1,0,0,0
2010-02-07,"Midday","5",1,0,0,0
2010-02-07,"Midday","5",1,0,0,0
2010-02-07,"Midday","5",1,0,0,0
2010-02-07,"Midday","5",1,0,0,0
2010-02-07,"Midday","5",1,0,0,0
2010-02-07,"Midday","5",1,0,0,0
2010-02-07,"Midday","5",1,0,0,0
2010-02-07,"Midday","5",1,0,0,0
2010-02-07,"Midday","5",1,0,0,0
2010-02-07,"Midday","5",1,0,0,0
2010-02-07,"Midday","5",1,0,0,0
2010-02-07,"Midday","5",0,1,0,0
